Start date/time,End date/time,Residential load [kW],PV generation [kW],Electricity price [â‚¬/MWh],Marginal emission factor [kg CO2eq/MWh]
2021-07-08 12:15:00,2021-07-08 12:30:00,0.41509999999999997,0.804888578088578,0.0399,0.813266583
2021-07-08 12:30:00,2021-07-08 12:45:00,0.41831999999999997,0.7872727272727272,0.0399,0.813266583
2021-07-08 12:45:00,2021-07-08 13:00:00,0.42210000000000003,0.7501948717948717,0.0399,0.813266583
2021-07-08 13:00:00,2021-07-08 13:15:00,0.42588,0.8585799533799534,0.03575,0.813266583
2021-07-08 13:15:00,2021-07-08 13:30:00,0.42546,0.9173062937062937,0.03575,0.813266583
2021-07-08 13:30:00,2021-07-08 13:45:00,0.4193,0.9029724941724941,0.03575,0.813266583
2021-07-08 13:45:00,2021-07-08 14:00:00,0.40796,0.6370433566433565,0.03575,0.813266583
2021-07-08 14:00:00,2021-07-08 14:15:00,0.39746000000000004,0.8072960372960373,0.0351,0.813266583
2021-07-08 14:15:00,2021-07-08 14:30:00,0.3877999999999999,0.7212932400932401,0.0351,0.813266583
2021-07-08 14:30:00,2021-07-08 14:45:00,0.37996,0.8612074592074591,0.0351,0.813266583
2021-07-08 14:45:00,2021-07-08 15:00:00,0.37226000000000004,0.828278787878788,0.0351,0.813266583
2021-07-08 15:00:00,2021-07-08 15:15:00,0.36414,0.8289519813519814,0.0324,0.813266583
2021-07-08 15:15:00,2021-07-08 15:30:00,0.35784,0.8161519813519812,0.0324,0.813266583
2021-07-08 15:30:00,2021-07-08 15:45:00,0.35406,0.8040895104895105,0.0324,0.813266583
2021-07-08 15:45:00,2021-07-08 16:00:00,0.35363999999999995,0.7816494172494173,0.0324,0.813266583
2021-07-08 16:00:00,2021-07-08 16:15:00,0.35448,0.7266470862470862,0.0299,0.813266583
2021-07-08 16:15:00,2021-07-08 16:30:00,0.35742,0.7136755244755244,0.0299,0.813266583
2021-07-08 16:30:00,2021-07-08 16:45:00,0.36456,0.6789473193473192,0.0299,0.813266583
2021-07-08 16:45:00,2021-07-08 17:00:00,0.37492000000000003,0.6798303030303029,0.0299,0.813266583
2021-07-08 17:00:00,2021-07-08 17:15:00,0.38920000000000005,0.6506601398601398,0.0374,0.813266583
2021-07-08 17:15:00,2021-07-08 17:30:00,0.4032,0.6150396270396269,0.0374,0.813266583
2021-07-08 17:30:00,2021-07-08 17:45:00,0.4179,0.5736624708624708,0.0374,0.813266583
2021-07-08 17:45:00,2021-07-08 18:00:00,0.4298,0.5380764568764569,0.0374,0.813266583
2021-07-08 18:00:00,2021-07-08 18:15:00,0.441,0.497928205128205,0.04371,0.830946292
2021-07-08 18:15:00,2021-07-08 18:30:00,0.44814,0.4567580419580419,0.04371,0.830946292
2021-07-08 18:30:00,2021-07-08 18:45:00,0.45010000000000006,0.41276643356643355,0.04371,0.830946292
2021-07-08 18:45:00,2021-07-08 19:00:00,0.44464000000000004,0.3669603729603729,0.04371,0.830946292
2021-07-08 19:00:00,2021-07-08 19:15:00,0.43694,0.3210088578088578,0.05017,0.40806039
2021-07-08 19:15:00,2021-07-08 19:30:00,0.43301999999999996,0.27708158508158504,0.05017,0.40806039
2021-07-08 19:30:00,2021-07-08 19:45:00,0.43372,0.23308811188811185,0.05017,0.40806039
2021-07-08 19:45:00,2021-07-08 20:00:00,0.43372,0.19156829836829836,0.05017,0.40806039
2021-07-08 20:00:00,2021-07-08 20:15:00,0.42798,0.15274219114219112,0.0501,0.40036113700000003
2021-07-08 20:15:00,2021-07-08 20:30:00,0.42,0.11956456876456875,0.0501,0.40036113700000003
2021-07-08 20:30:00,2021-07-08 20:45:00,0.41412000000000004,0.09081864801864802,0.0501,0.40036113700000003
2021-07-08 20:45:00,2021-07-08 21:00:00,0.41286,0.06565780885780885,0.0501,0.40036113700000003
2021-07-08 21:00:00,2021-07-08 21:15:00,0.40978,0.04568857808857809,0.05,0.40036113700000003
2021-07-08 21:15:00,2021-07-08 21:30:00,0.40459999999999996,0.030473659673659673,0.05,0.40036113700000003
2021-07-08 21:30:00,2021-07-08 21:45:00,0.39718000000000003,0.018188344988344984,0.05,0.40036113700000003
2021-07-08 21:45:00,2021-07-08 22:00:00,0.3941,0.009847086247086247,0.05,0.40036113700000003
2021-07-08 22:00:00,2021-07-08 22:15:00,0.39564,0.0029128205128205126,0.0719,0.517540007
2021-07-08 22:15:00,2021-07-08 22:30:00,0.40026,4.1958041958041954e-05,0.0719,0.517540007
2021-07-08 22:30:00,2021-07-08 22:45:00,0.40264,0.0,0.0719,0.517540007
2021-07-08 22:45:00,2021-07-08 23:00:00,0.39998,0.0,0.0719,0.517540007
2021-07-08 23:00:00,2021-07-08 23:15:00,0.392,0.0,0.07015,0.517540007
2021-07-08 23:15:00,2021-07-08 23:30:00,0.37954,0.0,0.07015,0.517540007
2021-07-08 23:30:00,2021-07-08 23:45:00,0.36316,0.0,0.07015,0.517540007
2021-07-08 23:45:00,2021-07-09 00:00:00,0.34440000000000004,0.0,0.07015,0.517540007
2021-07-09 00:00:00,2021-07-09 00:15:00,0.32367999999999997,0.0,0.07107000000000001,0.517540007
2021-07-09 00:15:00,2021-07-09 00:30:00,0.30296,0.0,0.07107000000000001,0.517540007
2021-07-09 00:30:00,2021-07-09 00:45:00,0.2842,0.0,0.07107000000000001,0.517540007
2021-07-09 00:45:00,2021-07-09 01:00:00,0.26992,0.0,0.07107000000000001,0.517540007
2021-07-09 01:00:00,2021-07-09 01:15:00,0.25928,0.0,0.04908,0.38580255
2021-07-09 01:15:00,2021-07-09 01:30:00,0.24947999999999998,0.0,0.04908,0.38580255
2021-07-09 01:30:00,2021-07-09 01:45:00,0.2401,0.0,0.04908,0.38580255
2021-07-09 01:45:00,2021-07-09 02:00:00,0.2303,0.0,0.04908,0.38580255
2021-07-09 02:00:00,2021-07-09 02:15:00,0.2226,0.0,0.045439999999999994,0.359646445
2021-07-09 02:15:00,2021-07-09 02:30:00,0.21559999999999999,0.0,0.045439999999999994,0.359646445
2021-07-09 02:30:00,2021-07-09 02:45:00,0.2114,0.0,0.045439999999999994,0.359646445
2021-07-09 02:45:00,2021-07-09 03:00:00,0.20804,0.0,0.045439999999999994,0.359646445
2021-07-09 03:00:00,2021-07-09 03:15:00,0.20607999999999999,0.0,0.0427,0.813266583
2021-07-09 03:15:00,2021-07-09 03:30:00,0.20356,0.0,0.0427,0.813266583
2021-07-09 03:30:00,2021-07-09 03:45:00,0.2009,0.0,0.0427,0.813266583
2021-07-09 03:45:00,2021-07-09 04:00:00,0.19796,0.0,0.0427,0.813266583
2021-07-09 04:00:00,2021-07-09 04:15:00,0.19627999999999998,0.0,0.0432,0.813266583
2021-07-09 04:15:00,2021-07-09 04:30:00,0.19669999999999999,0.0,0.0432,0.813266583
2021-07-09 04:30:00,2021-07-09 04:45:00,0.19768,0.0,0.0432,0.813266583
2021-07-09 04:45:00,2021-07-09 05:00:00,0.19852,0.0,0.0432,0.813266583
2021-07-09 05:00:00,2021-07-09 05:15:00,0.1988,0.0,0.0432,0.813266583
2021-07-09 05:15:00,2021-07-09 05:30:00,0.20020000000000002,0.0,0.0432,0.813266583
2021-07-09 05:30:00,2021-07-09 05:45:00,0.2037,0.0,0.0432,0.813266583
2021-07-09 05:45:00,2021-07-09 06:00:00,0.21014,0.00137995337995338,0.0432,0.813266583
2021-07-09 06:00:00,2021-07-09 06:15:00,0.21882000000000001,0.009659673659673658,0.05014,0.955588235
2021-07-09 06:15:00,2021-07-09 06:30:00,0.22862000000000002,0.01805314685314685,0.05014,0.955588235
2021-07-09 06:30:00,2021-07-09 06:45:00,0.23898000000000003,0.027137529137529138,0.05014,0.955588235
2021-07-09 06:45:00,2021-07-09 07:00:00,0.25157999999999997,0.046494172494172495,0.05014,0.955588235
2021-07-09 07:00:00,2021-07-09 07:15:00,0.26502,0.056358974358974356,0.053520000000000005,0.416061574
2021-07-09 07:15:00,2021-07-09 07:30:00,0.27832,0.058543589743589745,0.053520000000000005,0.416061574
2021-07-09 07:30:00,2021-07-09 07:45:00,0.29036,0.0985995337995338,0.053520000000000005,0.416061574
2021-07-09 07:45:00,2021-07-09 08:00:00,0.30113999999999996,0.14306946386946387,0.053520000000000005,0.416061574
2021-07-09 08:00:00,2021-07-09 08:15:00,0.31122,0.19595524475524476,0.05471,0.416061574
2021-07-09 08:15:00,2021-07-09 08:30:00,0.3213,0.20606060606060606,0.05471,0.416061574
2021-07-09 08:30:00,2021-07-09 08:45:00,0.33320000000000005,0.2118517482517482,0.05471,0.416061574
2021-07-09 08:45:00,2021-07-09 09:00:00,0.34692,0.285641958041958,0.05471,0.416061574
2021-07-09 09:00:00,2021-07-09 09:15:00,0.36092,0.24358414918414914,0.0599,0.47153645
2021-07-09 09:15:00,2021-07-09 09:30:00,0.37338,0.37571282051282046,0.0599,0.47153645
2021-07-09 09:30:00,2021-07-09 09:45:00,0.38458,0.33719999999999994,0.0599,0.47153645
2021-07-09 09:45:00,2021-07-09 10:00:00,0.39368,0.3379132867132867,0.0599,0.47153645
2021-07-09 10:00:00,2021-07-09 10:15:00,0.40012000000000003,0.4786871794871794,0.05934,0.47153645
2021-07-09 10:15:00,2021-07-09 10:30:00,0.3997,0.4013165501165501,0.05934,0.47153645
2021-07-09 10:30:00,2021-07-09 10:45:00,0.39536,0.5117435897435897,0.05934,0.47153645
2021-07-09 10:45:00,2021-07-09 11:00:00,0.38864,0.5145286713286713,0.05934,0.47153645
2021-07-09 11:00:00,2021-07-09 11:15:00,0.3877999999999999,0.4107766899766899,0.058960000000000005,0.47153645
2021-07-09 11:15:00,2021-07-09 11:30:00,0.39017999999999997,0.5366657342657343,0.058960000000000005,0.47153645
2021-07-09 11:30:00,2021-07-09 11:45:00,0.39424000000000003,0.6313156177156177,0.058960000000000005,0.47153645
2021-07-09 11:45:00,2021-07-09 12:00:00,0.39521999999999996,0.5684018648018648,0.058960000000000005,0.47153645
2021-07-09 12:00:00,2021-07-09 12:15:00,0.39424000000000003,0.4954013986013986,0.05653,0.47153645
2021-07-09 12:15:00,2021-07-09 12:30:00,0.39354,0.48636643356643355,0.05653,0.47153645
2021-07-09 12:30:00,2021-07-09 12:45:00,0.39368,0.5542806526806526,0.05653,0.47153645
2021-07-09 12:45:00,2021-07-09 13:00:00,0.39466,0.6504717948717949,0.05653,0.47153645
2021-07-09 13:00:00,2021-07-09 13:15:00,0.39648,0.6661538461538462,0.05889,0.47153645
2021-07-09 13:15:00,2021-07-09 13:30:00,0.39815999999999996,0.49526806526806527,0.05889,0.47153645
2021-07-09 13:30:00,2021-07-09 13:45:00,0.40012000000000003,0.2539030303030303,0.05889,0.47153645
2021-07-09 13:45:00,2021-07-09 14:00:00,0.39871999999999996,0.23440279720279722,0.05889,0.47153645
2021-07-09 14:00:00,2021-07-09 14:15:00,0.39521999999999996,0.27029650349650347,0.0572,0.47153645
2021-07-09 14:15:00,2021-07-09 14:30:00,0.39144,0.3108456876456876,0.0572,0.47153645
2021-07-09 14:30:00,2021-07-09 14:45:00,0.39116,0.3743962703962703,0.0572,0.47153645
2021-07-09 14:45:00,2021-07-09 15:00:00,0.3913,0.10453426573426573,0.0572,0.47153645
2021-07-09 15:00:00,2021-07-09 15:15:00,0.38989999999999997,0.06367832167832167,0.05239,0.416061574
2021-07-09 15:15:00,2021-07-09 15:30:00,0.3857,0.10115431235431235,0.05239,0.416061574
2021-07-09 15:30:00,2021-07-09 15:45:00,0.38206,0.3342358974358974,0.05239,0.416061574
2021-07-09 15:45:00,2021-07-09 16:00:00,0.38136,0.48440279720279716,0.05239,0.416061574
2021-07-09 16:00:00,2021-07-09 16:15:00,0.38374,0.25263869463869465,0.05242,0.416061574
2021-07-09 16:15:00,2021-07-09 16:30:00,0.39032,0.33504335664335666,0.05242,0.416061574
2021-07-09 16:30:00,2021-07-09 16:45:00,0.3983,0.1757361305361305,0.05242,0.416061574
2021-07-09 16:45:00,2021-07-09 17:00:00,0.40754,0.20374731934731935,0.05242,0.416061574
2021-07-09 17:00:00,2021-07-09 17:15:00,0.41622000000000003,0.17730629370629372,0.052579999999999995,0.416061574
2021-07-09 17:15:00,2021-07-09 17:30:00,0.42392,0.25164102564102564,0.052579999999999995,0.416061574
2021-07-09 17:30:00,2021-07-09 17:45:00,0.43007999999999996,0.21923543123543124,0.052579999999999995,0.416061574
2021-07-09 17:45:00,2021-07-09 18:00:00,0.43245999999999996,0.17472913752913752,0.052579999999999995,0.416061574
2021-07-09 18:00:00,2021-07-09 18:15:00,0.43189999999999995,0.1249025641025641,0.053,0.416061574
2021-07-09 18:15:00,2021-07-09 18:30:00,0.42938000000000004,0.048041958041958044,0.053,0.416061574
2021-07-09 18:30:00,2021-07-09 18:45:00,0.4263,0.04303310023310023,0.053,0.416061574
2021-07-09 18:45:00,2021-07-09 19:00:00,0.42462,0.09546666666666666,0.053,0.416061574
2021-07-09 19:00:00,2021-07-09 19:15:00,0.42307999999999996,0.07385641025641025,0.06022,0.47153645
2021-07-09 19:15:00,2021-07-09 19:30:00,0.42294,0.04981445221445221,0.06022,0.47153645
2021-07-09 19:30:00,2021-07-09 19:45:00,0.42069999999999996,0.08456783216783216,0.06022,0.47153645
2021-07-09 19:45:00,2021-07-09 20:00:00,0.41831999999999997,0.06044195804195804,0.06022,0.47153645
2021-07-09 20:00:00,2021-07-09 20:15:00,0.41286,0.06673939393939395,0.053489999999999996,0.416061574
2021-07-09 20:15:00,2021-07-09 20:30:00,0.4081,0.04153473193473193,0.053489999999999996,0.416061574
2021-07-09 20:30:00,2021-07-09 20:45:00,0.40278,0.02806340326340326,0.053489999999999996,0.416061574
2021-07-09 20:45:00,2021-07-09 21:00:00,0.40138,0.015972027972027972,0.053489999999999996,0.416061574
2021-07-09 21:00:00,2021-07-09 21:15:00,0.40152,0.006689976689976691,0.05194,0.40806039
2021-07-09 21:15:00,2021-07-09 21:30:00,0.40432,0.0066405594405594395,0.05194,0.40806039
2021-07-09 21:30:00,2021-07-09 21:45:00,0.40656,0.0047002331002331,0.05194,0.40806039
2021-07-09 21:45:00,2021-07-09 22:00:00,0.41006,0.0009529137529137529,0.05194,0.40806039
2021-07-09 22:00:00,2021-07-09 22:15:00,0.41412000000000004,0.0,0.05259,0.416061574
2021-07-09 22:15:00,2021-07-09 22:30:00,0.4172,0.0,0.05259,0.416061574
2021-07-09 22:30:00,2021-07-09 22:45:00,0.41944000000000004,0.0,0.05259,0.416061574
2021-07-09 22:45:00,2021-07-09 23:00:00,0.42013999999999996,0.0,0.05259,0.416061574
2021-07-09 23:00:00,2021-07-09 23:15:00,0.4179,0.0,0.04937,0.955588235
2021-07-09 23:15:00,2021-07-09 23:30:00,0.41048,0.0,0.04937,0.955588235
2021-07-09 23:30:00,2021-07-09 23:45:00,0.39858,0.0,0.04937,0.955588235
2021-07-09 23:45:00,2021-07-10 00:00:00,0.38542,0.0,0.04937,0.955588235
